Site;Sample; C14 age;error;State;Cal age;error;County / region;UTM Zone;East;North
Cipoal do Araticum PA-OR-127;Beta-330934;1130;30;PA;1021;41;Porto Trombetas;21M;569275;9837530
Forte Marechal Luz;M 1204;1100;100;SC;1024;113;São Francisco do Sul;22J;736864;7094946
RS-RG-1;SI-1192;1080;90;RS;1024;107;Rio Grande;22H;395962;6454813
Água Vermelha;N/A;1100;50;SP;1025;61;Ouroeste;22K;565316;7788330
Lapa Pintada III;Beta 73232;1100;90;MG;1025;101;Montes Claros;23K;621649;8150075
Lago Grande;Beta-143604;1130;40;AM;1030;53;Iranduba;20M;812255;9637535
MT (Rio Jauru);Fatec/Unesp-225;1105;100;MT (Pantanal);1030;100;Caceres;21L;390667;8213700
SC-CL (Passo da Cadeia);SI-810;1085;80;SC;1031;95;São Joaquim;22J;604754;6869713
Sítio das Grutas;BA 203;1115;60;PE;1031;70;Bom Jardim ;25M;215130;9136871
MT (Rio Jauru);Fatec/Unesp-215;1110;100;MT (Pantanal);1035;100;Caceres;21L;390667;8213700
Guipe;SI-542;1112;90;BA;1039;101;Simões Filho;24L;565382;8586516
Itacoatiara I;Bah-1530;1130;160;BA;1040;168;Rodelas;24L;525639;9022157
Abrigo Santana do Riacho;CDTN-1064;1140;40;MG;1043;59;Santana do Riacho;23K;635062;7879841
Água Limpa;TL/UNIFESP;1141;211;SP;1044;211;Monte Alto;22K;759685;7646404
Água Limpa;TL / FATEC;1119;104;SP;1045;104;Monte Alto;22K;759685;7646404
Praia da Tapera;SI-245;1140;180;SC;1045;182;Florianópolis;22J;742672;6945385
Bonsucesso;GAK 7264;1120;90;GO;1047;101;Jataí;22K;422846;8022379
GO-RV-02;GAK-7267;1120;90;GO;1047;101;Jataí;22K;422846;8022379
MT-SL-71;BETA-31035;1130;60;MT;1047;74;Juscimeira;21K;726054;8224045
Praia da Tapera;Beta 384034;1150;30;SC;1048;56;Florianópolis;22J;742672;6945385
Abrigo da Lesma;?;1137;60;BA;1053;77;Central;23L;815523;8767408
Lago Grande;Beta-143603;1150;40;AM;1055;64;Iranduba;20M;812255;9637535
Rio Facão 1;Beta 280022;1130;40;SC;1056;69;São Martinho;22J;698427;6882841
Tapera;SI-245;1140;180;SC;1057;176;Florianópolis;22J;742672;6945385
Abrigo do Alvo;Beta 318509;1140;30;SP;1062;65;Analândia;23K;225151;7550751
RS-T-126;Beta 385782;1140;30;RS;1062;65;Campo Bonito;22J;617464;6752981
SP-AS-14 (Porto Casanova 2);SI-422;1130;50;SP;1062;77;Iepê;22K;492257;7494008
Chã do Caboclo;MC 7;1148;60;PE;1064;79;Bom Jardim ;25M;215130;9136871
Campestre;Beta 135012;1150;60;TO;1065;80;Colinas;22L;777794;9108750
Forte Marechal Luz;M 1206;1140;110;SC;1065;119;São Francisco do Sul;22J;736864;7094946
GO-CP-02;SI-2770;1140;90;GO;1065;102;Palestina de Goiás;22K;443750;8148739
Arroio da Cruz I;Beta 211732;1160;40;SC;1066;68;Jaguaruna;22J;687376;6820113
Brejo;Beta-260324;1160;40;RO ;1066;68;Porto Velho;20L;400484;9031681
Terra Queimada;Beta-230194;1160;40;RO ;1066;68;Ji-Paraná;20L;617072;8796232
Espinheiros II;N/A;1160;45;SC;1068;71;Joinville;22J;714820;7088655
MT-SL-29;N-5114;1150;65;MT;1068;83;Poxoréu;21L;779554;8247227
Rincão dos Albinos (SC-CL-70);Beta 293591;1140;40;SC;1068;72;São José do Cerrito;22J;541548;6940122
RS-37-127;SI-602;1140;40;RS;1068;72;Caxias do Sul;22J;482140;6773960
Camargo 2 ;TL / IF/USP;1145;100;SP;1070;100;Piraju;22K;665731;7433591
Pires de Almeida;TL;1165;161;MG;1074;161;Centralina;22K;690223;7943584
Lapa de Taquaraçu;Beta 216528;1160;60;MG;1075;81;Taquaraçu de Minas;23K;637505;7824686
PR-SM-16;Beta 256211;1150;40;PR;1077;73;São Mateus do Sul;22J;561468;7138671
Abrigo do Jon;Beta 325865;1170;30;TO;1078;61;Palmas;22L;793117;8866530
Bibocas II;n/a;1170;30;MG;1078;61;Jequitaí;23K;560455;8095056
Paquiçamba 3;Beta-335064;1170;30;PA;1078;61;Altamira;22M;365167;9645100
Alcobaça;CSIC 1436;1172;28;PE;1083;57;Buíque;24L;703071;9046155
Zé Espinho;Bah-1341;1180;170;RJ;1084;163;Guaratiba;23K;642263;7459486
Derby;MC 1080;1100;500;PE;1089;465;Bom Jardim ;25M;215130;9136871
RS-MJ-14;SI-1000;1165;35;RS;1090;68;Nova Palma;22J;260541;6737351
SC-PRV-02;CAMS-42122;1180;50;SC;1091;75;Florianópolis;22J;742672;6945385
MT-PO-142;TL - UW ;1170;80;MT (Pantanal);1093;108;Poconé;21K;539974;8201533
Ragil 2 ;TL/FATEC;1170;100;SP;1093;100;Iepê;22K;492257;7494008
Aldeia do Carlos;TL;1175;116;PI;1094;124;São Raimundo Nonato;23L;753628;9002823
Cosipa 2 ;Gif-6779;1180;60;SP;1094;85;Cubatão ;23K;354762;7356997
Inhazinha;TL;1197;186;MG;1095;186;Perdizes;23K;258680;7858930
Rio Facão 1;Beta 235320;1170;40;SC;1095;69;São Martinho;22J;698427;6882841
Brasilândia 11/ MS-PR-57;FATEC 250;1179;100;MS;1100;100;Brasilândia;22K;392446;7649212
Fonseca;TL/IF/USP;1179;100;SP;1100;100;Itaberá;22K;689361;7359545
Portocel;LVD-1914;1179;100;ES;1100;100;Aracruz;24K;366576;7807520
São Roque;TL/FATEC;1179;100;SP;1100;100;Angatuba;22K;764344;7399537
RN-JE-17;SI 2364;1184;65;RN;1101;91;Florânia;24M;741471;9322290
Aldeia do Carlos;TL;1183;101;PI;1103;114;São Raimundo Nonato;23L;753628;9002823
SC-TA-04;Beta 229856;1180;40;SC;1107;65;Taió;22J;599265;7000108
Abrigo Santana do Riacho;CDTN-1009;1200;130;MG;1108;131;Santana do Riacho;23K;635062;7879841
Morro da Formiga;SI-409;1190;100;RS;1108;113;Taquara;22J;520988;6719784
RS-MJ-60 ;SI-2204;1180;70;RS;1108;92;Dona Francisca;22J;271759;6720579
Brasilândia 3/ MS-PR-42;FATEC 398;1196;110;MS;1110;110;Brasilândia;22K;392446;7649212
Fonseca;TL/IF/USP;1197;110;SP;1110;110;Itaberá;22K;689361;7359545
SC-PN-3;SI-4986;1185;45;SC;1112;69;Porto União;22J;491113;7098290
RS-S-61;SI-409;1190;100;RS;1114;109;Taquara;22J;520988;6719784
Alcobaça;CSIC 1437;1200;25;PE;1118;42;Buíque;24L;703071;9046155
PA-AL-45 (Guará II);Beta-21768;1200;80;PA;1118;103;Altamira;22M;365167;9645100
Rincão dos Albinos (SC-CL-70);Beta 293590;1190;40;SC;1119;62;São José do Cerrito;22J;541548;6940122
Teotônio;Beta-514008;1200;30;RO ;1119;46;Porto Velho;20L;400484;9031681
SP-BA-7;SI-1009;1195;80;SP;1120;98;Itaporanga;22K;654365;7377551
GO-CP-32;SI-6744;1200;65;GO;1121;93;Palestina de Goiás;22K;443750;8148739
Almas I;I-10743;1210;80;SP;1127;101;Iguape ;23J;241209;7265115
Fonseca;SI-708;1220;120;SP;1130;120;Itaberá;22K;689361;7359545
Pires de Almeida;TL;1231;120;MG;1130;120;Centralina;22K;690223;7943584
PR-AS-34;TL/FATEC;1205;50;PR;1130;60;Ortigueira;22J;507424;7322813
PR-SA-64;LACIVID TL;1205;60;PR;1130;60;Ortigueira;22J;507424;7322813
RS-VZ-04;SI-708;1220;120;RS;1130;120;Porto Lucena;21J;694985;6917464
AM-NA-08;N/A;1210;60;AM;1136;85;Novo Aripuanã;20M;791085;9433455
BR-AM-NA-08;SI-6579;1210;60;AM;1136;85;Novo Aripuanã;20M;791085;9433455
Caverna Funerária;BA 202;1220;80;PE;1136;98;Bom Jardim ;25M;215130;9136871
SC-PN-3;SI-4987;1205;45;SC;1138;70;Porto União;22J;491113;7098290
GO-PA-08;GIF 3910-75;1230;90;GO;1139;103;Alto Paraíso de Goiás;23L;228221;8435007
Guapicu;Bah-1889;1250;150;PR;1140;142;Guaraqueçaba;22J;769602;7199305
MT (Rio Jauru);Fatec/Unesp-212;1237;110;MT (Pantanal);1140;110;Caceres;21L;390667;8213700
Buracão;N/A;1240;95;SP;1145;103;Guarujá;23K;372387;73345842
PSG-07;LACUFF-140393;1214;22;RS;1145;56;Pelotas;22J;374363;6489406
GO-NI-176;CENA 249;1220;60;GO;1146;83;Niquelândia;22L;773793;8398695
Terra Preta - PA00797;Beta-178442;1220;60;PA;1146;83;Cabana do Amorim;21M;701050;9690388
Água Limpa;TL / FATEC;1257;182;SP;1147;182;Monte Alto;22K;759685;7646404
Boa Esperança;Beta-321195;1220;30;AM;1148;59;Barcelos;20M;303058;9727829
Iruçanga;Beta-324179;1220;30;PA;1148;59;Santarém;21M;753116;9730567
Praia da Tapera;Beta 384035;1220;30;SC;1148;59;Florianópolis;22J;742672;6945385
Maiobinha;N/A;1245;95;MA;1149;102;São Luís;23M;582261;9718263
Açutuba;Beta-106437;1230;70;AM;1150;87;Iranduba;20M;812255;9637535
Alves;TL;1249;100;SP;1150;100;Piraju;22K;665731;7433591
GO-CA-14;BETA-99031;1220;50;GO;1150;76;Caldas Novas;22K;751794;8037085
Lapa do Caboclo;Beta 199503;1220;40;MG;1152;69;Diamantina;23K;647928;7982069
SC-TA-04;Beta 228165;1220;50;SC;1152;75;Taió;22J;599265;7000108
Pavão III;KIA 20840;1219;24;SP;1153;61;Itaoca;22J;718679;7273028
Abrigos Vermelhos ;GIF-8662;1250;90;MT;1155;97;Rondonópolis ;21K;753108;8178076
RS-MJ-101 ;SI-2201;1255;100;RS;1158;104;Cachoeira do Sul;22J;316277;6675912
Abrigos Vermelhos ;Gif 9702;1230;50;MT;1159;75;Rondonópolis ;21K;753108;8178076
Letreiro do Sobrado;CSIC 807;1230;50;PE;1159;75;Petrolândia;24L;585648;9009363
PR-FI-97;SI-5016;1235;60;PR;1160;80;Foz do Iguaçu;21J;744414;7175482
Quatis;TL/LVD-340;1261;100;SP;1160;100;Bom Sucesso de Itararé;22J;688203;7308961
Vermelhos ;Gif-8663;1250;80;MT;1160;90;Rondonópolis ;21K;753108;8178076
Maracaju 1;TL-USP;1253;80;MS;1162;80;Maracaju;21K;689694;7608483
SC-AB-95b;Beta 190302;1230;40;SC;1163;70;Abdon Batista;22J;497448;6946117
Chã do Caboclo;MC 7;1256;80;PE;1164;89;Bom Jardim ;25M;215130;9136871
Lapa Pintada III;Beta 63737;1250;70;MG;1165;83;Montes Claros;23K;621649;8150075
Alcobaça;CSIC 1439;1234;24;PE;1168;62;Buíque;24L;703071;9046155
PA-AL-45 (Guará II);SI-7150;1255;70;PA;1168;83;Altamira;22M;365167;9645100
RO-JI-28;N/A;1250;60;RO ;1170;77;Ji-Paraná;20L;617072;8796232
São Miguel do Cacau;Beta-383585;1240;30;AM;1174;64;Maraã;20M;211932;9795095
Vista Alegre I;Beta-294099;1240;30;RO ;1174;64;Porto Velho;20L;400484;9031681
Zediotti;Beta-382262;1240;30;RO ;1174;64;Ji-Paraná;20L;617072;8796232
BS-22;Gsy-9993;1250;50;SP;1176;74;Iporanga;22J;743452;7278831
Ilha de Cabo Frio;UB-6432;1242;31;RJ;1176;64;Arraial do Cabo;23K;805133;7456431
Guaracui;Beta 184621;1270;70;SP;1180;83;Itaoca;22J;718679;7273028
Rezende;TL;1296;166;MG;1180;166;Centralina;22K;690223;7943584
MS-CP-71;4197;1290;100;MS (Pantanal);1181;99;Corumbá;21K;431871;7898164
Sambaqui do Algodão;WSU-2704;1260;330;RJ;1182;321;Angra dos Reis;23K;571016;7456283
Rincão dos Albinos (SC-CL-70);Beta 297430;1250;40;SC;1183;67;São José do Cerrito;22J;541548;6940122
Açutuba;Beta-90723;1270;60;AM;1184;73;Iranduba;20M;812255;9637535
Espinheiros II;N/A;1270;60;SC;1184;73;Joinville;22J;714820;7088655
Toca dos Búzios;GIF-7494;1270;60;BA;1184;73;Central;23L;815523;8767408
Cercado;MC 1030;1295;95;PE;1186;95;Bom Jardim ;25M;215130;9136871
GO-NI-176;CENA 248;1280;70;GO;1186;78;Niquelândia;22L;773793;8398695
Itacoara;GX-32804-MAS;1250;30;SC;1187;59;Joinville;22J;714820;7088655
MS-PA-02;Beta-384961;1250;30;MS;1187;59;Camapuã;21K;810172;7837633
Teotônio;Beta-323281;1250;30;RO ;1187;59;Porto Velho;20L;400484;9031681
Galheta 4;N/A;1304;164;SC;1188;159;Laguna ;22J;717027;6848366
Ferraz Egreja;Gif-9645;1260;40;MT;1190;62;Rondonópolis ;21K;753108;8178076
Fonseca;TL/IF/USP;1305;120;SP;1190;120;Itaberá;22K;689361;7359545
Silva Serrote;TL;1278;60;MG;1190;60;Guimarânia;23K;311036;7915418
Itacoatiara I;Bah-1534;1310;150;BA;1194;145;Rodelas;24L;525639;9022157
Lapa do Boquete;CDTN-2431;1310;150;MG;1194;145;Januária;23L;567715;8288668
Brasilândia 11/ MS-PR-57;FATEC 267;1316;120;MS;1200;120;Brasilândia;22K;392446;7649212
Casa Subterrânea;TL;1316;120;SP;1200;120;Bom Sucesso de Itararé;22J;688203;7308961
Lagoa do Custódio 1/MS-IV-08;FATEC 148;1316;150;MS;1200;150;Anaurilândia;22K;322657;7545771
Loca do Suim;Beta 210726;1270;40;MG;1200;57;Pains;23K;430935;7747043
Loca do Suim;Beta 210726;1270;40;MG;1200;57;Pains;23K;430935;7747043
Osvaldo;Beta-143623;1260;30;AM;1200;52;Iranduba;20M;812255;9637535
Portocel;LVD-1913;1297;250;ES;1200;250;Aracruz;24K;366576;7807520
Ribeirão Vermelho 6;TL-547;1316;120;MT;1200;120;Cuiabá;21L;596897;8274866
RS-PF-01;SI-601;1300;70;RS;1204;77;Passo Fundo;22J;361796;6873237
Justino;BaH;1280;45;SE;1205;57;Canindé de São Francisco;24L;632878;8931713
Justino;Inst. Radiocarbônico Universidade de Lyon I - França;1280;45;SE;1205;57;Canindé de São Francisco;24L;632878;8931713
Chã do Caboclo;MC 7;1324;95;PE;1211;94;Bom Jardim ;25M;215130;9136871
Cacoal do Amanã;Beta-386834;1270;30;AM;1212;45;Maraã;20M;211932;9795095
MS-PA-02;Beta-384960;1270;30;MS;1212;45;Camapuã;21K;810172;7837633
Caraça;Beta 178125;1300;60;SP;1215;64;Itaoca;22J;718679;7273028
Osvaldo;Beta-143613;1290;40;AM;1219;48;Iranduba;20M;812255;9637535
Garbin;Beta-294087;1280;30;RO ;1220;42;Porto Velho;20L;400484;9031681
RS-37-127;SI-605;1330;100;RS;1223;105;Caxias do Sul;22J;482140;6773960
Hatahara;Beta-143599;1300;40;AM;1225;46;Iranduba;20M;812255;9637535
Ilha Comprida 8/ MS-PR-86;FATEC 173;1340;150;MS;1225;150;Três Lagoas;22K;427308;7701084
Jericoacoara I ou Serrote;Beta 478975;1290;30;CE;1225;42;Jericoacora;24M;331682;9690752
Osvaldo;Beta-143619;1320;60;AM;1226;59;Iranduba;20M;812255;9637535
Terra Preta - PA00797;Beta-178443;1320;60;PA;1226;59;Cabana do Amorim;21M;701050;9690388
RO-PN-9;Beta-103188;1330;70;RO ;1229;68;São Francisco do Guaporé;20L;438048;8666740
Boqueirão Soberbo (MG-VG-11);n/a;1325;60;MG;1230;59;Varzelândia;23L;604248;8263819
Osvaldo;Beta-143620;1310;40;AM;1230;46;Iranduba;20M;812255;9637535
PSG-02;UGAMS-12062;1280;20;RS;1233;36;Pelotas;22J;374363;6489406
Buritizeiro;Beta 224843;1320;40;MG;1235;47;Buritizeiro;23K;504266;8080908
Miracema 1;GIF;1326;50;TO;1235;52;Lajeado;22L;789924;8920712
Osvaldo;Beta-143612;1330;40;AM;1239;49;Iranduba;20M;812255;9637535
Toca do João Leite;Beta 218507;1330;40;PI;1239;49;São Raimundo Nonato;23L;753628;9002823
Praia da Tapera;Beta 364036;1330;30;SC;1241;48;Florianópolis;22J;742672;6945385
RS-RG-48;SI-1007;1335;45;RS;1241;51;Rio Grande;22H;395962;6454813
Água Limpa;TL/UNIFESP;1356;160;SP;1243;160;Monte Alto;22K;759685;7646404
Ferraz Egreja;GIF-9046;1340;50;MT;1244;53;Rondonópolis ;21K;753108;8178076
Osvaldo;Beta-143617;1340;40;AM;1244;50;Iranduba;20M;812255;9637535
Abrigo Maximiano;Beta 432546;1310;30;SP;1245;38;Iporanga;22J;743452;7278831
GO-JA-11;N-2350;1350;75;GO;1247;72;Serranópolis;22K;398462;7975631
Rincão dos Albinos (SC-CL-70);Beta 293588;1320;40;SC;1247;41;São José do Cerrito;22J;541548;6940122
Rincão dos Albinos (SC-CL-70);Beta 293589;1320;40;SC;1247;41;São José do Cerrito;22J;541548;6940122
MS-PR-64;TL-USP;1360;100;MS;1248;100;Três Lagoas;22K;427308;7701084
Praia das Laranjeiras II;Beta426439;1340;30;SC;1248;47;Balneário Camboriú;22J;742672;6945385
Fase Cupui;Beta-51729;1350;60;RO ;1250;61;Ji-Paraná;20L;617072;8796232
Ilha Comprida 8/ MS-PR-86;FATEC 171;1364;150;MS;1250;150;Três Lagoas;22K;427308;7701084
Osvaldo;Beta-143618;1350;40;AM;1252;50;Iranduba;20M;812255;9637535
Osvaldo;Beta-143627;1350;40;AM;1252;50;Iranduba;20M;812255;9637535
Osvaldo;Beta-143616;1350;30;AM;1258;43;Iranduba;20M;812255;9637535
Osvaldo;Beta-143614;1360;50;AM;1260;56;Iranduba;20M;812255;9637535
Galheta 4;Beta 280010;1360;40;SC;1262;49;Laguna;22J;716313;6838045
PA-AL-45 (Guará II);Beta-27023;1370;80;PA;1264;77;Altamira;22M;365167;9645100
Boca da Barra;GYF-8455;1370;210;RJ;1266;215;Cabo Frio;23K;804645;7465895
Barra do Turvo;TL/LVD-181;1380;100;SP;1270;100;Barra do Turvo;22J;752263;7259623
Brasilândia 11/ MS-PR-57;FATEC 263;1382;130;MS;1270;130;Brasilândia;22K;392446;7649212
Ilha Comprida 8/ MS-PR-86;GIF 11224;1380;70;MS;1274;69;Três Lagoas;22K;427308;7701084
RS-RG-48;SI-1007;1355;45;RS;1277;37;Rio Grande;22H;395962;6454813
RS-RG-48;SI-1007;1355;45;RS;1277;37;Rio Grande;22H;395962;6454813
Cipoal do Araticum PA-OR-127;Beta-330940;1360;30;PA;1280;27;Porto Trombetas;21M;569275;9837530
PSG-06;LACUFF-140392;1355;37;RS;1281;29;Pelotas;22J;374363;6489406
Osvaldo;Beta-143610;1370;40;AM;1283;38;Iranduba;20M;812255;9637535
Sandi;N/A;1370;40;SP;1283;38;Santos ;23K;364720;7348633
José Vieira;Gsy-81;1380;150;PR;1288;166;Guaporema;22K;318046;7417581
RS-S-282;SI-414;1380;110;RS;1289;111;Sapiranga;22J;499522;6721255
RS-A-2;SI-806;1385;95;RS;1297;92;São Francisco de Paula;22J;540583;6742270
Jiboia;Beta 325864;1380;30;TO;1299;24;Palmas;22L;793117;8866530
Brasilândia 11/ MS-PR-57;FATEC 266;1404;120;MS;1300;120;Brasilândia;22K;392446;7649212
Mata dos Bentes;TL;1404;150;MG;1300;150;Carangola;23K;809342;7704540
MT (Rio Jauru);Fatec/Unesp-211;1405;125;MT (Pantanal);1300;125;Caceres;21L;390667;8213700
Portocel;LVD-1915;1385;300;ES;1300;300;Aracruz;24K;366576;7807520
PSG-02;UGAMS-12060;1390;20;RS;1301;20;Pelotas;22J;374363;6489406
Brejo;Beta-294082;1390;40;RO ;1307;30;Porto Velho;20L;400484;9031681
Enseada I;N/A;1390;40;SC;1307;30;Florianópolis ;22J;742672;6945385
Maiobinha;N/A;1405;70;MA;1307;57;São Luís;23M;582261;9718263
Camboinhas;SPC/USP-209;1410;135;RJ;1309;140;Niterói;23K;692906;7467471
SC-TA-04;Beta 247953;1390;50;SC;1312;36;Taió;22J;599265;7000108
Jabuticabeira II;Beta 234201;1400;40;SC;1313;29;Jaguaruna;22J;699489;6835694
Laguinho;Beta-258146;1400;40;AM;1313;29;Iranduba;20M;812255;9637535
PR-FI-142;SI-5033;1395;60;PR;1316;45;Foz do Iguaçu;21J;744414;7175482
Pedro Fridolino Schmitz;Beta 211727;1400;40;RS;1317;30;Bom Princípio;22J;465448;6737739
Rincão dos Albinos (SC-CL-70);Beta 297431;1400;40;SC;1317;30;São José do Cerrito;22J;541548;6940122
Lapa dos Bichos;Beta 89591;1410;50;MG;1319;34;Januária;23L;567715;8288668
Cipoal do Araticum PA-OR-127;Beta-330939;1420;30;PA;1321;25;Porto Trombetas;21M;569275;9837530
Peri;PLID T00-0678;1420;80;RJ;1323;65;Angra dos Reis;23K;571016;7456283
Armação do Sul;Beta 384015;1430;30;SC;1325;25;Florianópolis;22J;742672;6945385
Lagoa dos Freitas;BETA 426834;1430;30;SC;1325;25;Balneário Rincão;22J;672192;6809436
Usiminas;UB-6441;1437;34;RJ;1329;27;Arraial do Cabo;23K;805133;7456431
Boca da Barra;Gif - 11043;1430;55;RJ;1332;37;Saquarema;23K;757766;7461667
Ingleses;N/A;1440;40;SP;1332;30;Santos ;23K;364720;7348633
PR-UV-48;Beta 22647;1420;50;PR;1333;37;Bituruna;22J;444816;7106328
Caju;SI-705;1430;65;RJ;1334;45;Campos dos Goytacazes;24K;259681;7591404
RS-LN-62;Beta 285995;1430;40;RS;1334;32;Osório;22J;571516;6693268
SC-PQ-18;Beta 499966;1440;30;SC;1335;29;Lages;22J;566367;6922899
Lagoa dos Freitas;BETA 403222;1460;30;SC;1339;29;Balneário Rincão;22J;672192;6809436
Mares 2;Beta 160598;1440;60;TO;1340;42;Lajeado;22L;789924;8920712
MT (Rio Jauru);Fatec/Unesp-224;1440;140;MT (Pantanal);1340;140;Caceres;21L;390667;8213700
Água Limpa;TL/UNIFESP;1444;201;SP;1342;201;Monte Alto;22K;759685;7646404
Embraport;N/A;1460;40;SP;1342;33;Santos ;23K;364720;7348633
ES-VI-10 ou Campus 2;SI-831;1435;80;ES;1343;63;Vitória;24K;363973;7754561
Areia Branca 6 ;Beta 24752;1430;60;SP;1344;46;Itapeva;22K;715802;7345928
Figueirinha V;UGAMS 18550;1470;25;SC;1344;29;Jaguaruna;22J;693036;6832441
Osvaldo;Beta-143615;1440;70;AM;1344;52;Iranduba;20M;812255;9637535
Alcobaça;CSIC 1634;1472;25;PE;1345;29;Buíque;24L;703071;9046155
Pedra do Cachorro;Beta 447238;1470;30;PE;1345;30;Buíque;24L;703071;9046155
Cipoal do Araticum PA-OR-127;Beta-281106;1450;60;PA;1346;44;Porto Trombetas;21M;569275;9837530
Abrigos Vermelhos ;Gif 9700;1470;40;MT;1348;34;Rondonópolis ;21K;753108;8178076
Ferraz Egreja;Gif-9699;1470;40;MT;1348;34;Rondonópolis ;21K;753108;8178076
Forte Marechal Luz;N/A;1440;110;SC;1349;110;São Francisco do Sul;22J;736834;7094708
Ilha dos Ratos ;N/A;1450;150;PR;1350;153;Guaratuba;22J;742817;7134738
MT (Rio Jauru);Fatec/Unesp-219;1447;130;MT (Pantanal);1350;130;Caceres;21L;390667;8213700
MT (Rio Jauru);Fatec/Unesp-223;1447;140;MT (Pantanal);1350;140;Caceres;21L;390667;8213700
Abrigo de Itapeva;Beta 432533;1470;30;SP;1353;32;Itapeva;22K;715802;7345928
RS-RP-81;SI-4168;1425;115;RS;1354;118;Vera Cruz;22J;353396;6711397
RS-RP-86;SI-4168;1425;115;RS;1354;118;Santa Cruz do Sul;22J;361433;6711632
N/A;N/A - TL;1459;208;BA;1360;208;Morro do Chapéu;24L;264496;8722534
Laguna (Peralta);Beta 262750;1490;40;SC;1363;38;Laguna;22J;717073;6846649
Toca dos Búzios;Beta 10453;1460;130;BA;1367;128;Central;23L;815523;8767408
PSG-03;Beta 389011;1490;30;RS;1369;34;Pelotas;22J;374363;6489406
Usiminas;UB-6437;1503;31;RJ;1371;31;Arraial do Cabo;23K;805133;7456431
PSG-02;LACUFF-13051;1493;31;RS;1374;37;Pelotas;22J;374363;6489406
Itaoca I;Beta 178126;1460;60;SP;1376;63;Itaoca;22J;718679;7273028
Lajeado IV;Beta 178128;1460;60;SP;1376;63;Itaoca;22J;718679;7273028
Derby;MC 1073;1470;270;PE;1383;284;Bom Jardim ;25M;215130;9136871
Bacanga;N/A;1480;200;MA;1385;205;São Luís;23M;582261;9718263
Abrigo Santana do Riacho;CDTN-1066;1475;80;MG;1387;77;Santana do Riacho;23K;635062;7879841
SC-IÇ-01;Beta 72197;1470;60;SC;1389;70;Içara;22J;665822;6823486
Geriba;GYF-8989;1480;90;RJ;1393;85;Cabo Frio;23K;804645;7465895
PA-AL-44 (Guará I);SI-7144;1485;75;PA;1393;75;Altamira;22M;365167;9645100
PA-AL-45 (Guará II);Beta-27027;1480;120;PA;1393;109;Altamira;22M;365167;9645100
Abrigo Bruacas (PR-UV-17);SI-2197;1475;65;PR;1397;75;União da Vitória;22J;494313;7099268
Boa Esperança;Beta-294193;1520;30;AM;1397;40;Barcelos;20M;303058;9727829
PR-FL-21;SI-1011;1490;45;PR;1397;66;Doutor Camargo;22K;375634;7394199
PR-UV-17;SI-2197;1475;65;PR;1397;75;União da Vitória;22J;494313;7099268
Brasilândia 11/ MS-PR-57;FATEC 262;1488;120;MS;1400;120;Brasilândia;22K;392446;7649212
MT (Rio Jauru);Fatec/Unesp-217;1490;150;MT (Pantanal);1400;150;Caceres;21L;390667;8213700
RS-MJ-60;SI-2203;1475;80;RS;1401;83;Dona Francisca;22J;271759;6720579
Itapitangui (A 69);Bah- 293;1490;120;SP;1402;108;Iguape;23J;241209;7265115
RS-37-127;SI-603;1480;70;RS;1402;79;Caxias do Sul;22J;482140;6773960
GO-NI-176;IRLAMSF;1510;50;GO;1403;64;Niquelândia;22L;773793;8398695
PSG-06;LACUFF-13053;1480;130;RS;1407;118;Pelotas;22J;374363;6489406
Sambaquinho;Bah- 292;1500;120;SP;1410;107;Iguape;23J;241209;7265115
Santa Paula;Beta-294094;1520;40;RO ;1410;57;Porto Velho;20L;400484;9031681
Angico;MC 1031;1515;80;PE;1415;79;Bom Jardim ;25M;215130;9136871
Guaíba;GYF-8452;1520;60;RJ;1415;69;Guaíba;22J;467412;6667263
Cipoal do Araticum PA-OR-127;Beta-330941;1530;30;PA;1417;51;Porto Trombetas;21M;569275;9837530
Santa Paula;Beta-294093;1530;30;RO ;1417;51;Porto Velho;20L;400484;9031681
Caieira;PLID T00-0680;1520;80;RJ;1418;79;Angra dos Reis;23K;571016;7456283
Usiminas;UB-6439;1533;31;RJ;1421;53;Arraial do Cabo;23K;805133;7456431
Lajeado 7;Beta 118820;1530;50;TO;1422;64;Lajeado;22L;789924;8920712
Derby;MC 1075;1510;150;PE;1423;139;Bom Jardim ;25M;215130;9136871
Zé Espinho;Bah-1339;1510;160;RJ;1423;152;Guaratiba ;23K;642263;7459486
Paço do Lumiar;N/A;1540;30;MA;1429;54;São Luís;23M;582261;9718263
Jabuticabeira II;Beta - 228506;1540;50;SC;1430;62;Florianópolis;22J;742672;6945385
RS-40;SI-607;1520;90;RS;1430;87;Caxias do Sul;22J;482140;6773960
RS-A-2;SI-805;1515;105;RS;1430;97;São Francisco de Paula;22J;540583;6742270
Monte Castelo ;Beta-106285;1540;80;RO ;1431;78;São Francisco do Guaporé;20L;438048;8666740
Areia Branca 6 ;Beta 35824;1530;40;SP;1437;63;Itapeva;22K;715802;7345928
Osvaldo;Beta-143608;1550;40;AM;1438;56;Iranduba;20M;812255;9637535
AM-IT-35 (Bom Socorro);Beta-420444;1550;30;AM;1439;52;Itacoatiara;21M;339570;9653129
Armação do Sul;Beta 384002;1550;30;SC;1439;52;Florianópolis;22J;742672;6945385
Cipoal do Araticum PA-OR-127;Beta-330929;1550;30;PA;1439;52;Porto Trombetas;21M;569275;9837530
